X,Y,OBJECTID,COD_SIG,IDTIPO,INF_NOME,INF_MORADA,INF_TELEFONE,INF_FAX,INF_EMAIL,INF_SITE,INF_DESCRICAO,INF_FONTE,INF_MUNICIPAL,GlobalID
-9.17729762883295,38.7336268957196,41,0805533005,5,Parque Recreativo do Alto da Serafina,"Estrada da Serafina
1070-257 Lisboa",,,,,"O Parque Recreativo do Alto da Serafina (PRAS), conhecido como Parque dos Índios foi inaugurado em 1992, tem uma área de 5,6 hectares e dispõe de vários equipamentos lúdicos, destinados a diferentes faixas etárias da população: parques infantis, escola de condução infantil, parques de merendas, restauração e um miradouro onde se pode desfrutar de uma
deslumbrante vista sobre a cidade.
Amplos relvados, inúmeras árvores e arbustos, a presença de elementos de água, na Praça dos Ciprestes e no Parque aventura, convidam-nos a um passeio pela rede de caminhos que percorre toda a área.
É interdita a entrada de animais domésticos, apenas permitido o acesso a cães de assistência, conforme estabelece o Decreto-Lei nº 74/2007, de 27 de Março.
 
HORÁRIO:
 
Inverno - 9.00 -18.00 H (1 de Outubro a 31 de Março)
Verão - 9.00- 20.00 H (1 de Abril a 30 de Setembro)
 
ENCERRADO NO DIA 1 DE MAIO
 
TRANSPORTE PÚBLICO: AUTOCARRO: 770 (SETE-RIOS/SERAFINA)",-,1,9a10ed0d-01f7-4718-9cdb-9ecb94d6e03a
-9.14866055389409,38.7162889975902,42,2201102001,5,Jardim do Príncipe Real - Jardim França Borges,"Praça do Príncipe Real
1250-184 Lisboa",,,,,"O Jardim França Borges, assim designado em homenagem ao jornalista republicano do mesmo nome, é também conhecido por Jardim do Príncipe Real. Inspirado no modelo romântico inglês, é de destacar o monumental e secular ""cedro-do-Buçaco"", ex-libris do jardim com mais de 20 metros, e os palacetes envolventes, testemunhos da Lisboa romântica do séc. XIX. É também desta época o Reservatório da Patriarcal construído no seu subsolo, pertencente ao Museu da Água da EPAL, que se pode visitar de segunda a sábado, das 10:00 às 18:00.

Área: 1,16ha
Equipamentos: Parque Infantil; Restaurante; Quiosque com esplanada
Horário: 24 horas",-,1,78e65f7f-afff-46ac-b7b1-ac28b72792d2
-9.21362551060084,38.7010003785067,43,4001328100,5,Jardim Ducla Soares,Jardim Ducla Soares,,,,,"Situa-se na denominada Colina de São Jerónimo, integrado numa zona histórica que inclui os monumentos nacionais mais representativos do período das Descobertas: Ermida de São Jerónimo, Torre de Belém e Mosteiro dos Jerónimos. Em meados da década de 1950, o arquiteto paisagista Gonçalo Ribeiro Telles executa o projeto para a criação do espaço verde envolvente da Ermida de São Jerónimo. Para quem sobe a Avenida de Belém, a vista deste cabeço cria a ilusão de um ""continuum"" verde entre o arvoredo envolvente da colina e os maciços do Parque Florestal de Monsanto. 

Área: 2,88 ha
Horário: 24 horas",-,1,a466d324-fbbe-40b1-a0a3-dafdd760e168
-9.14763253445936,38.7095268719058,44,4900204100,5,Jardim do Alto de Santa Catarina,"Rua de Santa Catarina
",,,,,"O Jardim do Alto de Santa Catarina, também conhecido como Jardim do Adamastor, dispõe de uma vista panorâmica sobre o rio e a outra margem. Foi construído em 1883 e tem uma imponente escultura do Adamastor, figura criada por Luís de Camões para representar as dificuldades, medos e mistérios que constituíram a passagem do Cabo da Boa Esperança. A autoria desta escultura é de Júlio Vaz Júnior. Reabriu em 2013 após renovação do espaço que teve como principal objetivo a requalificação ambiental do espaço público do Alto de Santa Catarina. 

Área: 0,13 ha
Equipamentos: Quiosque com esplanada
Horário: 24 horas",-,1,353474f5-af79-4639-9af1-53d31de59bf1
-9.15514777185434,38.7290624027955,45,5001301009,5,Estufa Fria,"Parque Eduardo VII
",+351 213 882 278,,estufafria@cm-lisboa.pt,http://estufafria.cm-lisboa.pt/a-estufa/a-estufa.html,"É constituída por três ambientes diferentes, a Estufa Fria, a Estufa Quente e a Estufa Doce, sendo que os dois últimos são envidraçados e permitem a existência de plantas que necessitam de mais calor e humidade.

É percorrida por várias linhas de água e cascatas artificiais que terminam em lagos presentes em todo o espaço.

Este jardim possui uma coleção de plantas pertencentes à flora de todo o mundo, com algumas espécies raras, tais como fetos arbóreos, palmeiras, nenúfares e begónias. Possui um jardim de catos, onde se pode encontrar diversas espécies de plantas carnudas.

Inclui vários elementos de estatuária, nomeadamente ""Vento Garroa"" de Domingos Soares Branco, ""Nu de mulher"" de Anjos Teixeira (Filho) e ""Menina calçando a meia"" de Leopoldo de Almeida.

Em 2016 foi inaugurado o Centro Interpretativo, onde ocorrem exposições e atividades alusivas à Estufa e à Estrutura Verde da cidade.

Existem folhetos em português, inglês e braille.
",-,1,11dd7e43-d6db-4e9d-bd93-2a71eccb8bba
-9.1651995587609,38.7179345643256,46,3504701001,5,Jardim da Parada / Jardim Téofilo de Braga / Jardim de Campo de Ourique,"Rua do Quatro de Infantaria
Rua de Infantaria 16
Rua Tomás de Anunciação
Rua Almeida e Sousa",,,,,"Ocupando um quarteirão do bairro de Campo de Ourique, este jardim foi designado originalmente Jardim da Parada por ser aí que se realizavam as paradas do quartel. A sua construção foi iniciada já depois do bairro se encontrar parcialmente urbanizado. Em 1920 foi inaugurada a estátua de Maria da Fonte, da autoria do escultor Costa Mota (tio), aí colocada pela Câmara Municipal. O jardim dispõe de um património vegetal interessante, nomeadamente quatro árvores classificadas, dois metrosideros, uma sequoia e um cipreste-dos-pântanos, e de equipamento adequado ao seu estatuto de jardim de bairro. 

Área: 0,4 ha
Equipamentos: Parque Infantil; Quiosque com esplanada; Coreto; Instalações sanitárias
Horário: 24 horas
",-,1,b063de02-d575-4283-9a47-25f2d7477bc4
-9.20006671429981,38.7189879882087,47,010970,5,Centro Equestre - Centro Hípico de Montes Claros (Encosta do Penedo),Estrada do Penedo,,,,,"O Parque Florestal Monsanto dispõe de 2 picadeiros e cavalariças geridos pela Brigada Especial da Floresta e Ambiente da Policia Municipal, junto a Montes Claros. De acordo com programação divulgada são proporcionadas ao público em geral visitas às cavalariças e volteio. 

Área: 0,6 ha
Equipamentos: Picadeiros
",-,0,76859fa6-d639-4c67-9e83-79cb68d3cbe4
-9.13032710585678,38.7116555891548,48,4700505032,5,Jardim Júlio de Castilho,Largo de Santa Luzia,,,,,"Localizado no miradouro de Santa Luzia, possui um busto do escritor Júlio de Castilho, de autoria de Costa Mota (tio), uma homenagem da cidade ao célebre olisopógrafo. 

Área: 0,16 ha
",-,1,705295fe-884a-4ee6-a9e3-9aa827db2cab
-9.19086688332049,38.7520153449556,49,0806203101,5,Quinta da Granja - 1ª fase,"Largo da Revista Militar
Avenida do Colégio Militar",,,,,"Integrada no Parque Periférico e executada em 3 fases, a Quinta da Granja, encontra-se situada entre as Avenidas do Uruguai e Lusíada, em Benfica, é um dos raros exemplos de unidade de produção agrícola que ainda permanece em actividade na cidade. Datando do século XVII, parte desta quinta (a Granja de Cima) pertence à família Mesquita desde 1824, mantendo valioso espólio etnográfico através do qual é possível reconstituir aspectos da actividade de lavoura que caracterizava as inúmeras quintas agro-pastoris da que era então a coroa periférica da cidade.
",-,1,89aba513-0998-4e1c-b5fd-e4070fa751f8
-9.12684168836848,38.7622784160741,50,210440,5,Parque Vinícola de Lisboa,Rua Quinta da Graça,,,,,"Este projeto insere-se na política do Município de Lisboa de aumento da diversidade de tipologia de espaços verdes e de fomento de práticas agrícolas e hortícolas na cidade. 
Pelas suas características é, também, um espaço vocacionado para a sensibilização e educação ambiental da população escolar e adulta sobre a vinha e o vinho e a sua importância nas tradições, na cultura e na economia nacional.
Com uma área de 2 hectares, tem como objetivo promover a cultura vitícola e divulgar Lisboa como região produtora de vinhos.
O Parque Vinícola de Lisboa resulta numa parceria entre a Câmara Municipal de Lisboa e a Casa Santos Lima ¿ Companhia das Vinhas S.A., no âmbito da estratégia de investimento na promoção, reestruturação e diversificação dos espaços verdes da cidade.
Do espaço, com vista para o aeroporto Humberto Delgado, irão sair vinhos das castas Touriga Nacional, Tinta Roriz e Arinto.

Área: 2 ha
",DMEVAE,1,e058a6c8-870f-4e01-af47-b49876f575df
-9.12630033303555,38.7457775403953,51,908312457,9083,Parque Urbano do Vale da Montanha,Av. Marechal António Spínola e Av. Gago Coutinho,,,,,"O Vale da Montanha, outrora uma zona de hortas, ocupadas nas últimas décadas do século passado por construções ilegais, permaneceu, após o realojamento das populações, como uma vasta área expectante degradada. O coberto vegetal, na sua maioria descontínuo e caracterizado por herbáceas espontâneas, mostrava, apesar do estado de abandono, os vestígios do património das antigas quintas. 
Em 2015 a Câmara Municipal de Lisboa deliberou reabilitar toda a área do Vale da Montanha no âmbito da construção do Corredor Verde Oriental. O Parque Urbano surge, assim, como ligação entre os espaços públicos do Parque da Bela Vista, do Bairro do Armador, das Olaias e das Avenidas Novas, numa perspetiva de complementaridade e plurifuncionalidade, através da criação de uma rede de percursos pedonais e ciclovias.
Adjacente ao Parque da Bela Vista, proporciona uma nova ligação entre este, o Bairro do Armador, as Olaias e as Avenidas Novas. Uma rede de percursos pedonais e ciclovias, duas praças, parque infantil e quiosque são algumas das estruturas que contribuem para a diversificação de usos deste espaço.
A intervenção no local envolveu uma grande movimentação de terras com vista à plantação de árvores e arbustos, instalação de prados e relvados e, através da modelação do terreno, à diminuição do impacto sonoro e visual das Avenidas Marechal António Spínola e Estados Unidos da América para os utilizadores do parque. Tal como no Parque da Bela Vista, no Parque Urbano do Vale da Montanha as soluções adotadas passam pelo recurso ao prado biodiverso de sequeiro e a espécies arbóreas adaptadas às características do solo e do clima desta zona, aumentando a sua resistência e reduzindo as necessidades de manutenção, nomeadamente de rega.

Área: 11 ha
 
 Horário: 24 horas

Transportes: Autocarros 208, 793, 794",-,0,abecd8cc-7365-408c-9622-623d83b242b8
-9.12316437456582,38.7447613522172,52,908312903,9083,Parque da Bela Vista,Av. Almirante Gago Coutinho / Rua José Régio,,,,,"O Parque da Bela Vista, enorme mancha verde nesta zona da Cidade, oferece grandes zonas arborizadas de prado e de relvado, recortadas por uma rede de caminhos. As zonas altas são miradouros que possibilitam uma ampla vista sobre a cidade e o Tejo. As espécies vegetais presentes no Parque da Bela Vista refletem a existência de antigas quintas no local. De realçar, ainda, a existência de uma avifauna muito diversificada. 
É neste Parque que tem sido realizado o ""Rock in Rio Lisboa"".

Área: 85 ha
Equipamentos: Parque de merendas; Polidesportivo; Balneários; Pérgola; Nora; Campo de golfe; Parque infantil; Lago artificial; Circuito de manutenção; Equipamentos de fitness",-,1,94f9fe05-39b0-4819-9df4-95a064c8010f
-9.20929598486761,38.6936377160995,53,90834525,9083,Jardim do Japão,Avenida de Brasília,,,,,"O Jardim Japonês foi criado em Setembro de 2004, quando a Embaixada do Japão deu início à plantação de 461 cerejeiras no local, para comemorar as relações de amizade entre os dois países.

Área: 0,55 ha
Equipamentos: Equipamentos de fitness
Horário: 24 horas",-,0,b18beb70-4a6d-4875-b8de-710a5e54ca8b
-9.20066840947038,38.6980867717468,54,3202701025001001,999,Jardins do Palácio Nacional de Belém,"Praça Afonso de Albuquerque - Palácio de Belém;",+351 213 614 660,,museu@presidencia.pt,http://www.museu.presidencia.pt,"""(...) mandado construir em 1726, por D. João V, no local de um antigo palacete quinhentista, nos terrenos das antigas Quinta de Baixo e Quinta do Meio, daí resultando um palácio de recreio com jardim então conhecido por Casa Real de Campo de Belém ou Palácio das Leoneiras. Merecem especial referência o jardim do palácio, subdividido em dois espaços verdes, o Jardim da Cascata e o Jardim Grande, ambos com estátuas e lagos. Neste jardim, para poente, desenvolvem-se os conjuntos do Pátio dos Bichos, do pavilhão da Arrábida e do Jardim da Cascata. Na direção do sul estende-se o Jardim Grande, que termina num mirante, cujo gradeamento prolongado para nascente e poente encontra dois pequenos pavilhões, outrora designados casas de recreação"".

Equipamentos: Estatuária;  Lago
Horário: Visitas mediante marcação prévia", .,0,67d51102-6ea6-4f18-9661-30d91a43300f
-9.14206352946678,38.7194219238767,55,4501101100,5,Jardim do Torel,"Rua Júlio de Andrade
",,,,,"O Jardim do Torel está situado no alto de uma das sete colinas de Lisboa, junto do elevador do Lavra, de onde se vislumbra uma magnifica panorâmica da cidade de Lisboa. O espaço envolvente a este jardim é rico em numerosos exemplares de moradias nobres dos séculos XVIII e XIX.  
Jardim originário de uma quinta do início do século XVIII, que possui um magnífico tanque ornamental de forma oval, rodeado por dois lanços de escadaria, e uma grande varanda miradouro, cuja grade é sustentada por dez pilares de cantaria. O seu nome deriva do desembargador Cunha Thorel, o mais rico proprietário da zona, que habitava um palácio no atual espaço do jardim. Em janeiro de 1928 o terreno do palácio foi cedido à Câmara Municipal de Lisboa que aí construiu o jardim e o miradouro, do qual se observa uma deslumbrante vista da parte ocidental de Lisboa, nomeadamente da Av. da Liberdade e da Colina de S. Roque, sobre o vale da Avenida e das colinas de S. Pedro de Alcântara e o Príncipe Real.
Área: 1 ha 
Horário: Aberto todos os dias das 7h00 às 19h00 ",-,1,bc01be46-1b13-4ac4-907b-14796cab7c5e
-9.18971834500894,38.742512346836,56,3906915001,5,Mata de São Domingos de Benfica,Travessa de São Domingos de Benfica,,,,,"Espaço com vastas áreas de mata diversificada, muito utilizado para atividades de educação e sensibilização ambiental. É possível encontrar o parque aventura, parque infantil, zonas de estadia e merenda; Área de Estadia, Recreio e Desporto.

Área: 10 ha
Equipamentos: Torre de escalada; Circuito de obstáculos; Campo de mini basquetebol; Circuito de manutenção; Caminhos pedestres; Parque infantil; Sanitários
Horário: 24 horas",-,1,ef11064e-d545-4e48-ac1b-642296246272
-9.0929479912889,38.762101863799,57,3308505101,5,Jardim das Ondas,Passeio de Neptuno,,,,,"Entre o Oceanário de Lisboa e o rio Tejo está este jardim totalmente relvado, onde o terreno, modelado em rigorosas curvas de nível, simula o ritmo do oceano e o fazer e o desfazer das ondas. Para conceber esta obra, a autora Fernanda Fragateiro, inspirou-se no movimento das águas.

Área: 0,8 ha
Horário: 24 horas
",-,1,87db2a13-9927-446f-86d7-a3638eac1f33
-9.19743634923156,38.7226325002854,58,0805532001,5,Parque da Pedra,"Parque Florestal de Monsanto
Pedreira da Serafina",,,,,"Parque Aventura dotado de parede de escalada, boulders, circuito de obstáculos, escorregas, trilhos para BTT, parque de merendas.

Área: 9 ha
Equipamentos: Parede de Escalada artificial (altura máxima 12m); Três Blocos de Escalada (boulders); Circuito de Obstáculos Suspensos; Parque de Merendas, Sanitário
Horário: 24 horas",-,1,0a7008ea-c3e1-4f09-8711-7e34517e7023
-9.16940474059084,38.7229589305393,59,1003832100,5,Jardim da Bela-Flor,Rua Projectada,,,,,"O Jardim da Bela Flor é um projeto dos arquitetos Francisco Caldeira Cabral e Elsa Matos Severino, constituído por um espaço essencialmente relvado e arborizado, que integra também um miradouro com vista para o Parque Florestal de Monsanto. Este miradouro, construído na zona mais elevada do terreno junto ao viaduto Duarte Pacheco, localiza-se no cimo de uma espiral metálica que tem, na sua base, pilares e uma fonte em forma de meio círculo, comprida mas estreita, animada por jatos de água.

Área: 0,6 ha
Equipamentos: Fonte
Horário: 24 horas
",-,1,4b159af2-e0d6-4b47-8376-7c6fcc9347fe
-9.13729209639416,38.7310131711536,60,4402801001,5,Jardim Constantino,Rua de Pascoal de Melo,,,,,"Jardim de bairro típico da Lisboa delineado nos finais do século XIX, tem o nome de Constantino José Marques de Sampaio e Melo, um dos mais notáveis produtores de flores artificiais da época. O Rei dos Floristas, como foi chamado, era famoso em Paris e Londres, fornecendo casas reais e a mais nobre aristocracia da Europa. O património vegetal inclui uma árvore única na cidade, a melaleuca, classificada como de Interesse Público em 1996 e uma figueira-australiana, classificada em 1947. O jardim, de forma retangular e traçado geométrico, tem num dos canteiros uma estátua em pedra de Prometeu, aí colocada em 1925 pela CML e, no eixo principal, um pequeno lago com fontanário.

Área: 0,3 ha
Equipamentos: Lago; Estatuária; Parque Infantil; Quiosque com esplanada
Horário: 24 horas",-,1,95bdc049-adf8-47cf-ab48-24e68fe1cb36
-9.17701099798535,38.7375720163891,61,3906912001,5,Parque do Calhau,Bairro do Calhau,,,,,"Espaço de recreio informal com amplas clareiras, circuito de manutenção, zona de merendas, campo de jogos e sanitários.

Área: 11 ha
Equipamentos: Circuito de manutenção; Campo de jogos
Horário: 24 horas
",-,1,18a761e2-d336-4299-b389-d5c0efbeda6d
-9.16276116995705,38.704390815693,62,2602401100,5,Jardim da Rocha do Conde de Óbidos/Jardim 9 de Abril,"Rua das Janelas Verdes
",,,,,"O Jardim da Rocha do Conde de Óbidos, também conhecido por Jardim 9 de Abril, situa-se na antiga Cerca do Convento das Albertas (Convento das Freiras Carmelitas), estando assente sobre a Rocha do Conde de Óbidos, de onde vem a sua primeira designação. A segunda designação vem em homenagem às tropas portuguesas que participaram na 1ª guerra mundial e que a 9 de Abril de 1918 sofreram o embate de uma grande ofensiva lançada pelos alemães sobre as linhas aliadas, incidindo todo o esforço inicial sobre o sector português. Foi o começo da chamada Batalha de la Lys (nome do rio que banha a região). Possui um miradouro com vista panorâmica sobre o Tejo e está enquadrado por um conjunto de edifícios harmoniosos.

Área: 0,3 ha
Equipamentos: Estatuária
Horário: 24 horas
",-,1,a553689f-a34a-4cea-9372-646e3007b696
-9.14228274983715,38.7359141536758,63,2304903100,5,Jardim do Arco do Cego,"Av. João Crisóstomo; Rua de Dona Filipa de Vilhena; Av. Duque d''Ávila; Av. dos Defensores de Chaves",,,,,"O Jardim do Arco do Cego pode ser considerado exemplar face aos grandes desafios urbanos do Século XXI em termos de mobilidade. Toda a área se apresenta plana e contínua, não existindo sequer descontinuidades entre as vias e o relvado. Os caminhos são amplos, planos e com piso regularizado, sendo possível a circulação em cadeira de rodas nas vias principais. A implementação deste novo espaço representou uma requalificação das infraestruturas anteriormente destinadas ao terminal rodoviário de Autocarros (agora em Sete Rios). A primeira área, em pleno desenvolvimento em termos de flora apresenta um elevado número de utilizadores, espaço desafogado e plano, de acesso livre, rodeado por conjuntos de sebes arbustivas, circundadas por muros baixos. Foi mantida a contenção do espaço, de acordo com a tipologia do quarteirão existente. 

Área: 0,75 ha
Equipamentos: equipamento de fitness; Parque Canino
Horário: 24 hORAS
",-,1,ddc8559e-6d8d-4aed-9dc9-aef1e38a8d1c
-9.14356727062484,38.7057062742674,64,4901024001,5,Jardim Roque Gameiro,Cais do Sodré,,,,,"Apesar das dimensões reduzidas é possível aqui encontrar alguns exemplares de lódão, jacarandá e tipuana. Nas imediações do jardim existem dois quiosques, um dos quais merece destaque devido à peculiaridade da sua arquitetura - apresenta seis painéis de azulejos Arte Nova, datados de 1915, da autoria de José Pinto. Ao centro do jardim, encontra-se a escultura do ""Homem do Leme"", de Francisco Santos.

Área: 0,08 ha
Equipamentos: Estatuária
Horário: 24 horas",-,1,fe9a6532-1d83-4167-a368-4e531507d9a4
-9.14524941989328,38.7195033922666,65,1401001100,5,Jardins da Avenida da Liberdade,"Avenida da Liberdade
1250 Lisboa",,,,,"A Avenida da Liberdade é um dos principais eixos viários da cidade com amplos passeios centrais, densamente arborizados e que incluem canteiros ajardinados. No conjunto arbóreo destacam-se os exemplares de plátanos e palmeiras-das-Canárias.

Área: 1,2 ha
Equipamentos: 6 Quiosques com esplanadas; lagos/cascatas
Horário: 24 horas",-,1,4a01e26a-cf5f-44e6-b270-4133abfb9c61
-9.13452776107597,38.7246589615647,66,0602402001,5,Jardim António Feijó - Jardim dos Anjos,"Avenida Almirante Reis
",,,,,"O Jardim António Feijó, ou dos Anjos como vulgarmente é conhecido, está localizado junto da à Igreja de Nossa Senhora dos Anjos e é contemporâneo à construção da mesma, no início do século XX. Jardim de pequenas dimensões tem como maior ponto de interesse, em termos de flora, duas árvores classificadas de interesse público (Bela Sombra).

Área: 0,3 ha
Equipamentos: Instalações Sanitárias
Horário: 24 horas",-,1,46421e11-4f8e-4a55-87ad-26f6424ba826
-9.19268266866554,38.7210742498198,67,020800,5,Miradouro do Moinho do Penedo,"Estacionamento do Penedo, junto à Alameda Keil do Amaral",,,,,"Situado junto a uma área desportiva dedicada ao basquete e à Alameda Keil do Amaral, este miradouro dispõe de muitas sombras e é ideal para um piquenique nos dias quentes de Verão. O moinho aqui localizado, foi o último, dos vários situados em Monsanto, a encerrar. Este espaço está equipado com grelhador.

Equipamentos: Campo de jogos; Mesas
Horário: 24 horas",-,1,37020b6a-c2a5-4131-bd0a-ded4432c8656
-9.20111253025864,38.7178837247641,68,010890,5,Miradouro Montes Claros,"Estrada de Montes Claros - 
Miradouro Montes Claros",,,,,"Também designado por Jardim dos Montes Claros, é um espaço associado à arquitetura de um edifício onde funciona um restaurante. Caracteriza-se como um espaço notável, construído durante o Estado Novo, de grande sobriedade, onde se estende um grande lago-tanque povoado por gansos.

Área: 1,6 ha
Equipamentos: Restaurante
Horário: 24 horas",-,1,4c0c6c44-c369-411b-ba2d-3689913a58f0
-9.13767132288627,38.7432396446913,69,430040,5,Jardim Fernando Pessa - Forum Lisboa,"Jardim Fernando Pessa
Avenida de Roma
Rua Cervantes",,,,,"Jardim de bairro muito agradável, localizado junto ao Fórum Lisboa, perto da Avenida de Roma, o seu nome é homenagem a Fernando Pessa, jornalista português. Aqui era o local onde Fernando Pessa costumava dar passeios e andar de bicicleta. 

Área: 1,4 ha
Equipamentos: Parque infantil; equipamentos de fitness, parque canino
Horário: 24 horas",-,1,e1f87b0a-15b7-480f-a44c-a57663cf2c3d
-9.16329390056494,38.7670876866568,70,180160,5,Praça Dona Filipa,Praça Rainha Dona Filipa,,,,,"Pequeno jardim de bairro.

Área: 0,13 ha
Equipamentos: Mesas
Horário: 24 horas",-,1,392aa1bf-8f46-4145-b3ab-e49de518f8c0
-9.11898969413303,38.7726541399318,71,330020,5,Alameda da Encarnação,Alameda da Encarnação,,,,,"A Alameda da Encarnação, para além de ser a principal via de circulação de acesso ao Bairro da Encarnação, constitui o espaço verde mais importante do bairro, com ligação direta à Igreja da Encarnação. Foi recentemente objeto de requalificação paisagística.

Área: 1 ha
Equipamentos: Equipamento de fitness;
Horário: 24 h",-,1,013bb1da-edee-472d-8582-6c7b01006c5f
-9.1647941966839,38.7365599661745,72,100080,5,Jardins de Campolide,"Rua de Campolide;
Rua Cardeal Saraiva",,,,,"Este jardim, também denominado por Jardim Amnistia Internacional, é parte integrante do Corredor Verde de Monsanto, um projeto da autoria do arquiteto Gonçalo Ribeiro Telles. Aqui foi criado de raiz o Parque Hortícola dos Jardins de Campolide, como forma de incentivar a agricultura urbana.

Área: 3,2 ha
Equipamentos: Equipamentos de fitness; Quiosque com esplanada; Parque infantil; Parque hortícola
Horário: 24 horas
",-,1,e9e03c86-4e9c-4fe6-be09-494779ed81d9
-9.18368993888512,38.7610684290797,73,1103003001,5,Jardim do Largo da Luz / Jardim Teixeira Rebelo,"Largo da Luz
1600-498 Lisboa",,,,,"O Jardim Teixeira Rebelo é um pequeno espaço, mas muito agradável, situado no Largo da Luz, e que possui dois pequenos lagos interligados por um canal que o atravessa. Deve o seu nome ao Marechal António Teixeira de Rebelo, fundador e primeiro diretor do Colégio Militar. Também denominado Jardim do Largo da Luz, recebe todos os anos no mês de setembro a conhecida Feira da Luz. O jardim foi alvo de recuperação, que incluiu a substituição do pavimento, restauração do lago, recuperação dos chafarizes e mobiliário urbanístico. Foi também instalado no jardim um quiosque de restauração com WC público e área de esplanada. Pretendeu-se requalificar toda a área pedonal e viária, compatibilizando todos os usos que se verificam ao longo do ano, com especial relevo para a Feira da Luz.

Área: 0,89 ha
Equipamentos: Quiosque com esplanada; Lago
Horário: 24 horas
",-,1,62a25c9c-a64b-4d03-8fb6-594f4de936e4
-9.19086688332049,38.7520153449556,74,0806203101,5,Parque Urbano da Quinta da Granja,"Largo da Revista Militar; Avenida do Colégio Militar",,,,,"A Quinta da Granja situa-se em Benfica, perto da Estrada de Benfica, no cimo de uma pequena elevação.
Nos finais do século XVII, a Quinta era propriedade de D. Inácia da Cunha que a deixou a sua sobrinha, D. Susana Barbosa de Lima, que a terá vendido a João Coelho de Melo, testamenteiro de sua tia. Em 1703, João Coelho de Melo mandou edificar a casa no cimo de uma pequena elevação e em volta plantar um grande jardim. O edifício teria dois pisos, cujas divisões se abririam em volta de um amplo pátio interior, bem ao estilo mediterrânico. D. João Pedro da Câmara ficou com a quinta em 1795, tendo passado em 1812 para D. Luís da Câmara. Em 1884, D. Duarte Manuel de Noronha comprou a casa, registado como sendo o último proprietário. 
Atualmente esta casa encontra-se inteiramente reabilitada e é um espaço de formação, de treino de competências sociais e de emprego temporário para portadores de Síndrome de Asperger.

A Quinta viu nascer junto a si a Av. do Uruguai e a Av. Lusíada e reúne um interessante espólio representativo de vários aspetos que marcaram o modo de vida tradicional de uma quinta agrícola: o lagar, a coleção de utensílios e maquinaria agrícola e a coleção de cangas. Para além disso foi criado um parque hortícola, conjunto de hortas urbanas integradas numa unidade homogénea e delimitada.
O recente Parque da Quinta da Granja fica em frente ao Colombo, do outro lado da 2.ª Circular, na Avenida Eusébio da Silva Ferreira. Entra-se pela Avenida do Colégio Militar, pela Estrada de Benfica ou vindo dos lados do Jardim da Luz.
Ao aproximar-se do local, abre-se um espaço de natureza que apetece: verde, arranjo adequado, simples, algum silêncio, espaço para estar ou caminhar. Tem um pequeno quiosque com esplanada, passadeiras para caminhar pelo parque e ainda uma ciclovia.
O parque oferece um novo espaço de lazer e de contacto com a natureza, mesmo no meio da cidade.


Área: 11 hectares.
Equipamentos: quiosque com esplanada, ciclovia, parque infantil e equipamentos de fitness.
Horário: 24h 
Localização: Travessa da Granja/Rua Dr. José Baptista de Sousa.
Freguesia: Benfica
Transportes
Autocarros: 703; 729; 746; 750; 758; 767
",DMEVAE,0,f4fa351f-3576-49ac-ad87-a20f905dbfaf
-9.13158397829666,38.716428750365,75,160200,5,Miradouro Sophia de Mello Breyner Andresen (Miradouro da Graça),Largo da Graça,,,,,"Localizado junto à Igreja e antigo Convento da Graça, é um espaço calcetado, que oferece ao traseunte a sombra de alguns pinheiros-mansos e alguns bancos, onde é possível descansar enquanto nos deleitamos com um lindíssimo panorama sobre a cidade de Lisboa e a foz do Rio Tejo. A silhueta altiva do Castelo de São Jorge, recortada de torres contra o céu, é a presença mais próxima que prende o nosso olhar. Deslizando os olhos pela Costa do Castelo abaixo, passamos pelos telhados da Mouraria até à Praça do Martim Moniz. A contemplação pode prosseguir pela Colina de Santana , pela Baixa e subir a São Roque, onde espreitam as ruínas do Convento do Carmo e o arvoredo do Miradouro de São Pedro de Alcântara. Manchas verdes como o Jardim Botânico da Faculdade de Ciências, o Parque Eduardo VII e até o Parque Florestal de Monsanto estão ao alcance da nossa vista. Para Norte, um pouco obstruídos pelas casas da Graça e pelo Miradouro da Senhora do Monte, avistamos ainda as Avenidas Novas e os edifícios de construção mais recente.


Equipamentos: Quiosques com esplanada
Horário: 24 horas",-,1,c2b9d0ba-176a-4ff3-bc98-0c9cfe4ee566
-9.16770010020264,38.7366433644085,76,173,6,Parque Urbano Quinta do Zé Pinto,Rua de Campolide,,,,,"Integrado no renovado Parque Urbano da Quinta do Zé Pinto e no Corredor Verde de Monsanto, situa-se a Quinta do Zé Pinto, iniciativa da Associação Nacional de Produtores de Cereais, com o apoio da Câmara Municipal de Lisboa. Este projeto pretende devolver o campo à cidade de Lisboa e proporcionar à população, em especial às crianças - o contacto com o mundo rural.

Área: 3, 4 ha
Equipamentos: Parque infantil
Horário: 24 Horas",-,1,70842a49-e347-4a40-9d75-39459c21cb6b
-9.14957907228897,38.7792897212483,77,908310872,9083,Jardim da Praceta Fernando Valle,Praceta Fernando Valle,,,,,"Situada na Alta de Lisboa, esta praceta deve o seu nome ao médico e político republicano português.

Área: 0,38 ha
Horário: 24 horas
",-,1,27f0850b-c06c-499d-bb1e-66adee121d05
